,year,geonames_name,geonames_country,geonames_id,geonames_lat,geonames_lng,weight,country_codes,map_year,historical_coutry_name
3442,1887,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
3371,1887,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
8561,1887,Poznan,Poland,3088171,52.40692,16.92993,1.0,POL,1880,Germany
20944,1887,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
4515,1887,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1880,Russian Empire
16808,1887,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
16722,1887,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
14853,1887,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
26549,1888,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
20331,1888,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
26580,1888,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
26581,1888,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
3599,1889,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
3600,1889,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
23512,1889,Cieszyn,Poland,3101321,49.75133,18.63213,0.3333333333333333,POL,1880,Austria Hungary
23513,1889,Prague,Czechia,3067696,50.08804,14.42076,0.3333333333333333,CZE,1880,Austria Hungary
20328,1889,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
3439,1889,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
6545,1889,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1880,Russian Empire
16985,1889,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
26684,1889,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
16724,1889,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
23436,1889,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1880,Germany
23435,1889,Dresden,Germany,2935022,51.05089,13.73832,0.5,DEU,1880,Germany
23511,1889,Vienna,Austria,2761369,48.20849,16.37208,0.3333333333333333,AUT,1880,Austria Hungary
3375,1889,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
26575,1889,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
3871,1889,Český Těšín,Czechia,3077882,49.74613,18.62613,0.5,CZE,1880,Austria Hungary
3870,1889,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1880,Austria Hungary
3357,1890,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
9461,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
9833,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
18337,1890,Pilsen,Czechia,3068160,49.74747,13.37759,1.0,CZE,1880,Austria Hungary
15774,1890,Sydney,Australia,2147714,-33.86785,151.20732,1.0,AUS,1880,New South Wales (UK)
3432,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
9458,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
18348,1890,Pilsen,Czechia,3068160,49.74747,13.37759,1.0,CZE,1880,Austria Hungary
3372,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
20061,1890,Pančevo,Serbia,787237,44.87177,20.64167,1.0,SRB,1880,Austria Hungary
10813,1890,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
4332,1890,Reutlingen,Germany,2847736,48.49144,9.20427,1.0,DEU,1880,Germany
19626,1890,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1880,Germany
10796,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
20708,1890,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1880,France
10784,1890,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
10810,1890,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
20369,1890,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
14831,1891,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
15157,1891,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1880,Austria Hungary
3424,1891,Krakow,Poland,3094802,50.06143,19.93658,1.0,POL,1880,Austria Hungary
9191,1891,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1880,Austria Hungary
9828,1891,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
10811,1891,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
25199,1891,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1880,United States of America
23433,1892,Vienna,Austria,2761369,48.20849,16.37208,0.3333333333333333,AUT,1880,Austria Hungary
3438,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
20762,1892,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
19629,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
23434,1892,Leipzig,Germany,2879139,51.33962,12.37129,0.3333333333333333,DEU,1880,Germany
23432,1892,Prague,Czechia,3067696,50.08804,14.42076,0.3333333333333333,CZE,1880,Austria Hungary
10788,1892,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
14451,1892,Vienna,Austria,2761369,48.20849,16.37208,0.25,AUT,1880,Austria Hungary
14452,1892,Leipzig,Germany,2879139,51.33962,12.37129,0.25,DEU,1880,Germany
20763,1892,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
14453,1892,Berlin,Germany,2950159,52.52437,13.41053,0.25,DEU,1880,Germany
3406,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
21244,1892,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1880,Austria Hungary
16723,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
27531,1892,Berlin,Germany,2950159,52.52437,13.41053,0.5,DEU,1880,Germany
14450,1892,Stuttgart,Germany,2825297,48.78232,9.17702,0.25,DEU,1880,Germany
5236,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
27532,1892,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1880,Austria Hungary
21040,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
15060,1892,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1880,United States of America
18903,1892,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1880,Austria Hungary
27344,1892,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
23437,1893,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1880,Austria Hungary
20327,1893,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
19635,1893,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1880,Germany
3382,1893,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
20329,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
27533,1893,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1880,Germany
19638,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
23438,1893,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1880,Germany
15788,1893,Kyiv,Ukraine,703448,50.45466,30.5238,1.0,UKR,1880,Russian Empire
10617,1893,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
10090,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
27539,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
9802,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
26572,1893,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
19648,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
20709,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
3429,1893,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
10112,1893,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
19656,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
1881,1893,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1880,Austria Hungary
10619,1893,Belgrade,Serbia,792680,44.80401,20.46513,1.0,SRB,1880,Austria Hungary
26577,1893,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
20059,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
3374,1893,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
10263,1893,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
20324,1893,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
20322,1893,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1880,Austria Hungary
26685,1893,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
21241,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
19649,1893,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
16827,1893,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
3350,1893,Antwerp,Belgium,2803138,51.22047,4.40026,1.0,BEL,1880,Belgium
5450,1894,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
27540,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
3376,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
15091,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
5449,1894,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
8943,1894,Nova Gorica,Slovenia,3194452,45.95604,13.64837,1.0,SVN,1880,Austria Hungary
3370,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
26810,1894,Nova Gorica,Slovenia,3194452,45.95604,13.64837,1.0,SVN,1880,Austria Hungary
22643,1894,Krakow,Poland,3094802,50.06143,19.93658,1.0,POL,1880,Austria Hungary
9827,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
20341,1894,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
3395,1894,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
19136,1894,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1880,Germany
3945,1894,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
10114,1894,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
6248,1894,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
26586,1894,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
3443,1894,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1880,Austria Hungary
3383,1894,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
15055,1894,Copenhagen,Denmark,2618425,55.67594,12.56553,1.0,DNK,1880,Germany
10771,1894,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
3385,1894,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
26703,1894,Nova Gorica,Slovenia,3194452,45.95604,13.64837,1.0,SVN,1880,Austria Hungary
3412,1894,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1880,Germany
10618,1894,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
9572,1894,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
8615,1895,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
3445,1895,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
3398,1895,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
18977,1895,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
3396,1895,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
3359,1895,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
10063,1895,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
18904,1895,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
10786,1895,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
23440,1895,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1880,Austria Hungary
9829,1895,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
15304,1895,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
20325,1895,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
19630,1895,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
2517,1895,Poznan,Poland,3088171,52.40692,16.92993,1.0,POL,1880,Germany
18336,1895,Pilsen,Czechia,3068160,49.74747,13.37759,1.0,CZE,1880,Austria Hungary
23439,1895,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1880,Austria Hungary
4351,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
25020,1896,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
3358,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
16731,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
20072,1896,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1880,Austria Hungary
10806,1896,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
14157,1896,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
20996,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
14138,1896,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
14988,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
14449,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
14920,1896,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
25021,1896,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
10102,1896,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1880,Austria Hungary
14153,1897,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
14143,1897,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
15778,1897,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1880,France
18339,1897,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
19632,1897,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1880,Germany
10769,1897,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1880,Germany
25017,1897,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
10775,1897,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1880,Germany
10794,1897,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1880,Germany
8558,1897,Krakow,Poland,3094802,50.06143,19.93658,1.0,POL,1880,Austria Hungary
14989,1897,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
15423,1898,Moscow,Russia,524901,55.75222,37.61556,1.0,RUS,1880,Russian Empire
15079,1898,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1880,France
26573,1898,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
14793,1898,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1880,France
26569,1898,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
26579,1898,Bautzen,Germany,2951881,51.18035,14.43494,1.0,DEU,1880,Germany
25155,1898,Prague,Czechia,3067696,50.08804,14.42076,0.5,CZE,1880,Austria Hungary
25156,1898,Královské Vinohrady,Czechia,3072931,50.07438,14.44367,0.5,CZE,1880,Austria Hungary
14807,1898,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1880,France
22504,1898,Laitenbach,Germany,2881807,47.83576,7.88854,0.5,DEU,1880,Germany
20947,1898,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
20389,1898,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
21240,1898,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1880,United States of America
22505,1898,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1880,Austria Hungary
9469,1898,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1880,Austria Hungary
4504,1898,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
23431,1899,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1880,Germany
8573,1899,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1880,Russian Empire
14866,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
6272,1899,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1880,Austria Hungary
2522,1899,Gorizia,Italy,3175986,45.94088,13.62167,1.0,ITA,1880,Austria Hungary
4336,1899,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1880,Germany
14861,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
14863,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
14879,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
23430,1899,Dresden,Germany,2935022,51.05089,13.73832,0.5,DEU,1880,Germany
14851,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
3405,1899,Dresden,Germany,2935022,51.05089,13.73832,0.5,DEU,1880,Germany
14837,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
14139,1899,London,United Kingdom,2643743,51.50853,-0.12574,1.0,GBR,1880,United Kingdom of Great Britain and Ireland
14821,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
20939,1899,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1880,Austria Hungary
20078,1899,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1880,Russian Empire
20080,1899,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1880,Russian Empire
20079,1899,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1880,Russian Empire
14455,1899,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1880,Russian Empire
3404,1899,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1880,Germany
20069,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
9186,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
22894,1900,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1900,Austria Hungary
26015,1900,Pilsen,Czechia,3068160,49.74747,13.37759,1.0,CZE,1900,Austria Hungary
20066,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
22895,1900,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1900,Germany
14240,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Germany
5454,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
20074,1900,Stuttgart,Germany,2825297,48.78232,9.17702,0.5,DEU,1900,Germany
22526,1900,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1900,Russian Empire
20075,1900,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1900,Austria Hungary
18038,1900,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1900,Russian Empire
14238,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Russian Empire
10115,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Russian Empire
10867,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
6266,1900,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1900,Austria Hungary
11836,1900,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1900,Austria Hungary
15300,1900,Maribor,Slovenia,3195506,46.55472,15.64667,1.0,SVN,1900,Austria Hungary
6254,1900,Vienna,Austria,2761369,48.20849,16.37208,0.5,AUT,1900,Austria Hungary
8575,1900,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1900,Russian Empire
8578,1900,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1900,Russian Empire
20323,1900,Lviv,Ukraine,702550,49.83826,24.02324,1.0,UKR,1900,Austria Hungary
14206,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
19633,1900,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1900,Germany
11828,1900,St Petersburg,Russia,498817,59.93863,30.31413,1.0,RUS,1900,Russian Empire
25227,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Russian Empire
11824,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
10783,1900,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1900,Germany
6271,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
25169,1900,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1900,Germany
8611,1900,Ljubljana,Slovenia,3196359,46.05108,14.50513,1.0,SVN,1900,Austria Hungary
21215,1900,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1900,Germany
16732,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
14198,1900,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1900,Austria Hungary
16730,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
19679,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Austria Hungary
15080,1900,Paris,France,2988507,48.85341,2.3488,1.0,FRA,1900,France
3928,1900,Opava,Czechia,3068927,49.93866,17.90257,0.5,CZE,1900,Austria Hungary
3927,1900,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1900,Germany
14179,1900,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1900,Austria Hungary
20397,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
20386,1900,Berlin,Germany,2950159,52.52437,13.41053,1.0,DEU,1900,Germany
14178,1900,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1900,Austria Hungary
19640,1900,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1900,Germany
6487,1900,Boston,United States,4930956,42.35843,-71.05977,1.0,USA,1900,United States of America
6255,1900,Leipzig,Germany,2879139,51.33962,12.37129,0.5,DEU,1900,Germany
3474,1900,Barcelona,Spain,3128760,41.38879,2.15899,1.0,ESP,1900,Germany
8487,1900,New Haven,United States,4839366,41.30815,-72.92816,1.0,USA,1900,United States of America
20058,1900,Stuttgart,Germany,2825297,48.78232,9.17702,1.0,DEU,1900,Germany
4344,1900,Prague,Czechia,3067696,50.08804,14.42076,1.0,CZE,1900,Austria Hungary
4355,1900,Sisak,Croatia,3190813,45.46611,16.37833,1.0,HRV,1900,Austria Hungary
4366,1900,Rome,Italy,3169070,41.89193,12.51133,1.0,ITA,1900,Italy
17368,1900,Leipzig,Germany,2879139,51.33962,12.37129,1.0,DEU,1900,Germany
4375,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
3400,1900,Vienna,Austria,2761369,48.20849,16.37208,1.0,AUT,1900,Austria Hungary
4384,1900,Warsaw,Poland,756135,52.22977,21.01178,1.0,POL,1900,Russian Empire
20052,1900,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1900,United States of America
10097,1900,Zagreb,Croatia,3186886,45.81444,15.97798,1.0,HRV,1900,Austria Hungary
20049,1900,Chicago,United States,4887398,41.85003,-87.65005,1.0,USA,1900,United States of America
17357,1900,Ostrava,Czechia,3068799,49.83465,18.28204,0.5,CZE,1900,Austria Hungary
